timestamp,latitude,longitude,elevacao,velocidade
1710003084000,-23.497504,-47.459968,631.83,35.05
1710003085000,-23.497498,-47.460124,631.95,34.60
1710003086000,-23.497453,-47.460149,631.21,34.60
1710003087000,-23.497261,-47.460319,630.50,32.70
1710003088000,-23.497295,-47.460330,630.46,35.47
1710003089000,-23.497339,-47.460353,630.75,35.84
1710003090000,-23.497342,-47.460263,631.14,35.90
1710003091000,-23.497496,-47.460220,630.59,36.51
1710003092000,-23.497425,-47.460280,629.77,37.57
1710003093000,-23.497460,-47.460318,630.13,38.01
1710003094000,-23.497471,-47.460347,629.96,39.61
1710003095000,-23.497556,-47.460601,630.46,40.55
1710003096000,-23.497585,-47.460722,630.82,41.89
1710003097000,-23.497520,-47.460662,630.49,39.34
1710003098000,-23.497271,-47.460684,630.62,41.11
1710003099000,-23.497445,-47.460405,630.33,41.30
1710003100000,-23.497446,-47.460261,630.40,42.23
1710003101000,-23.497416,-47.460327,630.97,41.91
1710003102000,-23.497417,-47.460502,630.76,42.11
1710003103000,-23.497389,-47.460640,630.65,42.08
1710003104000,-23.497452,-47.460721,630.21,42.00
1710003105000,-23.497284,-47.460746,630.84,40.44
1710003106000,-23.497261,-47.460958,630.69,38.59
1710003107000,-23.497185,-47.460845,631.51,36.77
1710003108000,-23.497181,-47.460815,630.96,38.11
1710003109000,-23.497227,-47.460829,631.36,39.75
1710003110000,-23.497208,-47.460794,631.35,40.74
1710003111000,-23.497196,-47.460827,630.29,41.19
1710003112000,-23.497325,-47.460860,629.71,42.73
1710003113000,-23.497298,-47.460831,629.62,43.76
1710003114000,-23.497416,-47.460686,629.44,43.51
1710003115000,-23.497524,-47.460780,629.54,41.57
1710003116000,-23.497437,-47.460819,629.36,40.38
1710003117000,-23.497405,-47.460773,629.72,39.99
1710003118000,-23.497483,-47.460882,630.06,39.23
1710003119000,-23.497616,-47.460878,631.08,36.82
1710003120000,-23.497514,-47.460870,630.86,37.07
1710003121000,-23.497393,-47.460914,630.99,40.82
1710003122000,-23.497501,-47.460932,631.37,42.56
1710003123000,-23.497514,-47.461089,630.73,42.31
1710003124000,-23.497626,-47.461036,630.38,43.22
1710003125000,-23.497599,-47.460968,630.38,43.83
1710003126000,-23.497457,-47.461067,630.00,45.00
1710003127000,-23.497349,-47.461073,629.81,45.00
1710003128000,-23.497601,-47.461237,629.72,45.00
1710003129000,-23.497540,-47.461164,629.96,43.56
1710003130000,-23.497551,-47.461171,630.34,44.22
1710003131000,-23.497456,-47.461196,629.59,45.00
1710003132000,-23.497550,-47.461178,629.59,41.49
1710003133000,-23.497381,-47.461278,629.89,40.05
1710003134000,-23.497319,-47.461172,629.64,38.75
1710003135000,-23.497388,-47.461123,629.90,38.66
1710003136000,-23.497423,-47.461204,630.29,39.49
1710003137000,-23.497597,-47.461375,630.74,40.38
1710003138000,-23.497629,-47.461314,631.27,40.09
1710003139000,-23.497601,-47.461379,630.94,39.11
1710003140000,-23.497553,-47.461538,631.38,38.89
1710003141000,-23.497666,-47.461459,630.90,38.96
1710003142000,-23.497592,-47.461332,630.35,38.16
1710003143000,-23.497713,-47.461359,630.37,36.36
1710003144000,-23.497786,-47.461453,630.15,37.80
1710003145000,-23.497800,-47.461578,629.67,38.76
1710003146000,-23.497752,-47.461576,630.05,40.18
1710003147000,-23.497830,-47.461669,630.20,38.92
1710003148000,-23.497726,-47.461653,629.78,38.62
1710003149000,-23.497616,-47.461547,629.67,39.18
1710003150000,-23.497717,-47.461536,630.24,38.47
1710003151000,-23.497627,-47.461588,630.25,38.83
1710003152000,-23.497797,-47.461669,630.49,38.64
1710003153000,-23.497566,-47.461562,630.15,40.12
1710003154000,-23.497620,-47.461571,630.18,40.53
1710003155000,-23.497600,-47.461538,630.19,40.29
1710003156000,-23.497581,-47.461370,630.06,40.14
1710003157000,-23.497868,-47.461503,629.77,41.29
1710003158000,-23.497807,-47.461271,629.06,41.17
1710003159000,-23.497817,-47.461091,628.68,41.91
1710003160000,-23.497763,-47.461160,627.86,41.25
1710003161000,-23.497737,-47.461270,628.32,41.82
1710003162000,-23.497841,-47.461284,627.27,43.43
1710003163000,-23.497848,-47.461030,627.58,43.13
1710003164000,-23.497756,-47.461229,627.57,40.71
1710003165000,-23.497770,-47.461444,627.66,39.24
1710003166000,-23.497748,-47.461394,627.13,41.41
1710003167000,-23.497629,-47.461388,627.50,41.63
1710003168000,-23.497570,-47.461491,627.92,43.47
1710003169000,-23.497450,-47.461428,628.31,43.39
1710003170000,-23.497547,-47.461470,628.31,42.25
1710003171000,-23.497575,-47.461482,627.84,40.50
1710003172000,-23.497523,-47.461509,627.47,40.81
1710003173000,-23.497429,-47.461481,627.29,40.47
1710003174000,-23.497597,-47.461401,625.84,39.57
1710003175000,-23.497542,-47.461422,624.19,38.97
1710003176000,-23.497307,-47.461479,623.94,38.44
1710003177000,-23.497240,-47.461403,623.63,38.55
1710003178000,-23.497262,-47.461423,623.54,39.39
1710003179000,-23.497062,-47.461312,623.31,40.07
1710003180000,-23.496950,-47.461275,623.73,40.63
1710003181000,-23.496832,-47.461280,624.04,40.67
1710003182000,-23.496838,-47.461241,623.05,40.61
1710003183000,-23.496855,-47.461175,624.01,40.00
1710003184000,-23.496735,-47.461256,624.69,40.08
1710003185000,-23.496812,-47.461318,625.40,39.69
1710003186000,-23.496776,-47.461360,625.71,38.22
1710003187000,-23.496725,-47.461331,625.11,39.05
1710003188000,-23.496687,-47.461453,626.10,40.30
1710003189000,-23.496681,-47.461628,625.41,38.56
1710003190000,-23.496643,-47.461521,625.07,36.97
1710003191000,-23.496509,-47.461548,624.41,38.85
1710003192000,-23.496282,-47.461524,624.35,42.24
1710003193000,-23.496351,-47.461514,624.32,44.18
1710003194000,-23.496397,-47.461627,624.54,42.81
1710003195000,-23.496438,-47.461533,624.29,41.65
1710003196000,-23.496482,-47.461476,624.28,42.37
1710003197000,-23.496476,-47.461558,624.94,41.55
1710003198000,-23.496333,-47.461567,624.47,39.93
1710003199000,-23.496313,-47.461562,624.26,40.71
1710003200000,-23.496261,-47.461495,624.21,41.43
1710003201000,-23.496209,-47.461564,624.01,41.33
1710003202000,-23.496210,-47.461561,623.79,43.51
1710003203000,-23.496114,-47.461484,624.52,41.53
1710003204000,-23.496161,-47.461479,624.61,39.93
1710003205000,-23.496283,-47.461509,625.03,39.31
1710003206000,-23.496243,-47.461343,625.87,37.82
1710003207000,-23.496022,-47.461404,625.94,36.98
1710003208000,-23.495934,-47.461513,625.46,37.49
1710003209000,-23.495938,-47.461385,625.68,37.09
1710003210000,-23.495854,-47.461467,624.86,36.27
1710003211000,-23.495942,-47.461459,625.53,34.17
1710003212000,-23.496023,-47.461427,625.71,34.97
1710003213000,-23.496092,-47.461522,625.68,34.17
1710003214000,-23.495952,-47.461610,624.65,34.12
1710003215000,-23.495925,-47.461616,625.23,34.55
1710003216000,-23.495921,-47.461643,625.85,33.96
1710003217000,-23.495758,-47.461589,626.83,32.89
1710003218000,-23.495726,-47.461734,626.15,31.86
1710003219000,-23.495874,-47.461793,625.36,30.54
1710003220000,-23.495944,-47.461737,625.25,29.28
1710003221000,-23.496160,-47.461699,625.23,28.14
1710003222000,-23.496198,-47.461657,625.22,27.74
1710003223000,-23.496170,-47.461673,625.29,30.03
1710003224000,-23.496177,-47.461689,625.30,31.88
1710003225000,-23.496231,-47.461719,625.50,32.26
1710003226000,-23.496170,-47.461987,625.81,30.48
1710003227000,-23.496014,-47.461971,625.61,30.14
1710003228000,-23.495927,-47.461927,625.91,28.96
1710003229000,-23.495892,-47.461937,626.30,30.76
1710003230000,-23.495779,-47.461948,626.65,30.50
1710003231000,-23.495803,-47.461866,626.65,30.69
1710003232000,-23.495913,-47.461793,626.34,29.79
1710003233000,-23.495993,-47.461810,625.59,27.69
1710003234000,-23.496041,-47.461806,625.08,28.16
1710003235000,-23.495998,-47.461822,625.09,25.29
1710003236000,-23.496028,-47.461754,625.04,25.71
1710003237000,-23.495994,-47.461733,624.90,24.38
1710003238000,-23.496023,-47.461824,624.21,26.31
1710003239000,-23.496096,-47.461774,624.11,28.31
1710003240000,-23.496134,-47.461895,624.20,25.73
1710003241000,-23.496160,-47.461742,624.73,24.91
1710003242000,-23.496287,-47.461758,624.61,27.41
1710003243000,-23.496258,-47.461868,624.86,26.29
1710003244000,-23.496165,-47.462130,624.92,26.40
1710003245000,-23.496376,-47.462278,624.29,27.72
1710003246000,-23.496445,-47.462077,624.65,29.31
1710003247000,-23.496505,-47.462078,624.38,28.64
1710003248000,-23.496332,-47.462286,624.71,28.67
1710003249000,-23.496356,-47.462384,624.57,28.30
1710003250000,-23.496473,-47.462246,623.98,28.76
1710003251000,-23.496367,-47.462225,623.58,29.16
1710003252000,-23.496558,-47.462164,623.44,29.78
1710003253000,-23.496623,-47.462086,622.95,30.37
1710003254000,-23.496640,-47.461911,623.73,30.20
1710003255000,-23.496867,-47.462012,623.76,29.10
1710003256000,-23.496800,-47.462080,623.10,28.44
1710003257000,-23.496899,-47.462233,623.33,30.96
1710003258000,-23.496964,-47.462242,623.08,32.10
1710003259000,-23.496845,-47.462371,623.33,31.80
1710003260000,-23.496918,-47.462373,623.09,29.93
1710003261000,-23.496952,-47.462344,623.27,30.95
1710003262000,-23.496909,-47.462477,623.34,29.70
1710003263000,-23.496860,-47.462412,623.43,32.22
1710003264000,-23.496922,-47.462417,623.71,32.64
1710003265000,-23.496725,-47.462391,624.12,31.07
1710003266000,-23.496607,-47.462334,624.18,30.39
1710003267000,-23.496568,-47.462296,624.42,30.85
1710003268000,-23.496675,-47.462269,623.86,29.95
1710003269000,-23.496745,-47.462293,624.53,29.02
1710003270000,-23.496718,-47.462189,624.85,28.34
1710003271000,-23.496525,-47.462184,625.02,28.18
1710003272000,-23.496449,-47.462117,625.08,28.97
1710003273000,-23.496604,-47.462075,624.32,30.17
1710003274000,-23.496528,-47.462203,624.35,28.36
1710003275000,-23.496519,-47.462167,624.80,29.15
1710003276000,-23.496629,-47.462165,623.85,27.80
1710003277000,-23.496757,-47.462463,624.34,30.05
1710003278000,-23.496877,-47.462420,624.15,30.13
1710003279000,-23.496747,-47.462455,623.68,29.44
1710003280000,-23.496965,-47.462451,623.80,30.02
1710003281000,-23.496808,-47.462231,624.73,30.33
1710003282000,-23.496702,-47.462255,625.64,31.74
1710003283000,-23.496713,-47.462064,625.88,30.90
1710003284000,-23.496694,-47.462042,625.97,29.47
1710003285000,-23.496608,-47.461741,626.07,29.02
1710003286000,-23.496462,-47.461698,626.35,27.75
1710003287000,-23.496523,-47.461719,625.57,26.97
1710003288000,-23.496465,-47.461815,625.00,27.35
1710003289000,-23.496395,-47.461969,624.75,29.02
1710003290000,-23.496308,-47.462204,624.12,28.33
1710003291000,-23.496449,-47.462170,624.21,28.45
1710003292000,-23.496365,-47.462128,624.20,29.77
1710003293000,-23.496371,-47.461998,624.39,29.06
1710003294000,-23.496459,-47.462016,624.20,27.78
1710003295000,-23.496394,-47.462121,625.33,28.27
1710003296000,-23.496387,-47.462119,625.58,31.49
1710003297000,-23.496279,-47.462209,626.21,31.47
1710003298000,-23.496210,-47.462181,625.93,31.73
1710003299000,-23.496048,-47.462097,626.47,33.36
1710003300000,-23.496099,-47.462252,626.54,33.38
1710003301000,-23.495930,-47.462274,627.50,33.93
1710003302000,-23.496071,-47.462228,626.87,34.12
1710003303000,-23.495749,-47.462271,627.03,33.31
1710003304000,-23.495868,-47.462215,626.12,33.03
1710003305000,-23.495691,-47.462101,626.11,30.25
1710003306000,-23.495754,-47.462085,626.07,29.87
1710003307000,-23.495838,-47.462146,627.04,29.25
1710003308000,-23.495814,-47.462035,627.45,30.72
1710003309000,-23.495894,-47.462069,627.46,30.50
1710003310000,-23.495737,-47.462034,626.80,29.66
1710003311000,-23.495557,-47.462064,625.25,30.65
1710003312000,-23.495538,-47.462085,624.65,31.93
1710003313000,-23.495507,-47.462244,624.55,32.30
1710003314000,-23.495502,-47.462208,624.71,30.96
1710003315000,-23.495543,-47.462253,624.25,30.64
1710003316000,-23.495298,-47.462417,624.59,28.80
1710003317000,-23.495352,-47.462447,623.81,28.87
1710003318000,-23.495436,-47.462222,623.74,29.14
1710003319000,-23.495499,-47.462156,624.63,27.62
1710003320000,-23.495491,-47.462239,625.07,26.87
1710003321000,-23.495490,-47.462212,624.85,26.44
1710003322000,-23.495417,-47.462386,625.15,26.28
1710003323000,-23.495485,-47.462437,625.10,26.25
1710003324000,-23.495511,-47.462345,625.55,24.47
1710003325000,-23.495395,-47.462480,625.94,24.45
1710003326000,-23.495435,-47.462634,626.81,25.10
1710003327000,-23.495378,-47.462595,627.12,25.38
1710003328000,-23.495393,-47.462588,626.56,26.16
1710003329000,-23.495258,-47.462512,626.81,27.59
1710003330000,-23.495100,-47.462426,627.64,28.06
1710003331000,-23.495059,-47.462377,627.25,26.86
1710003332000,-23.495000,-47.462347,627.55,25.20
1710003333000,-23.494903,-47.462252,626.79,23.38
1710003334000,-23.494793,-47.462199,626.36,23.30
1710003335000,-23.494938,-47.462208,626.19,22.43
1710003336000,-23.495006,-47.462344,626.17,22.18
1710003337000,-23.495131,-47.462431,625.73,24.98
1710003338000,-23.495426,-47.462377,625.76,24.40
1710003339000,-23.495270,-47.462327,626.29,22.21
1710003340000,-23.495208,-47.462398,626.25,22.83
1710003341000,-23.495265,-47.462401,625.81,23.04
1710003342000,-23.495327,-47.462392,624.62,25.38
1710003343000,-23.495356,-47.462348,625.42,26.27
1710003344000,-23.495218,-47.462456,625.66,26.26
1710003345000,-23.495114,-47.462311,626.03,26.23
1710003346000,-23.494916,-47.462225,626.17,26.13
1710003347000,-23.494906,-47.462249,626.54,26.40
1710003348000,-23.494835,-47.462254,627.32,27.42
1710003349000,-23.494818,-47.462253,626.81,27.99
1710003350000,-23.494879,-47.462185,626.56,27.02
1710003351000,-23.494899,-47.462212,626.27,28.09
1710003352000,-23.494882,-47.461959,626.58,28.12
1710003353000,-23.494805,-47.462131,626.69,26.21
1710003354000,-23.494883,-47.462250,626.61,27.52
1710003355000,-23.495007,-47.462272,626.46,26.45
1710003356000,-23.494863,-47.462257,627.01,26.35
1710003357000,-23.494861,-47.462270,626.65,26.42
1710003358000,-23.494864,-47.462260,626.12,24.90
1710003359000,-23.494760,-47.462506,626.02,24.54
1710003360000,-23.494832,-47.462467,625.75,22.95
1710003361000,-23.494848,-47.462470,626.11,22.09
1710003362000,-23.494684,-47.462476,625.58,21.11
1710003363000,-23.494726,-47.462329,626.09,21.94
1710003364000,-23.494753,-47.462372,626.80,22.39
1710003365000,-23.494732,-47.462349,626.84,24.65
1710003366000,-23.494627,-47.462401,627.26,25.03
1710003367000,-23.494590,-47.462501,627.30,23.51
1710003368000,-23.494523,-47.462487,627.43,22.58
1710003369000,-23.494621,-47.462480,627.76,21.99
1710003370000,-23.494393,-47.462537,628.07,19.97
1710003371000,-23.494313,-47.462519,627.91,20.78
1710003372000,-23.494351,-47.462516,627.67,19.72
1710003373000,-23.494421,-47.462624,628.09,20.00
1710003374000,-23.494529,-47.462570,628.46,19.62
1710003375000,-23.494348,-47.462584,628.48,17.07
1710003376000,-23.494360,-47.462513,627.36,16.59
1710003377000,-23.494304,-47.462369,627.52,16.01
1710003378000,-23.494267,-47.462537,628.93,15.53
1710003379000,-23.494311,-47.462581,629.42,12.85
1710003380000,-23.494242,-47.462497,629.99,14.95
1710003381000,-23.494086,-47.462524,629.68,15.25
1710003382000,-23.493985,-47.462707,629.07,15.49
1710003383000,-23.494212,-47.462689,628.88,14.87
1710003384000,-23.494251,-47.462731,629.11,13.78
1710003385000,-23.494310,-47.462677,628.45,11.44
1710003386000,-23.494157,-47.462783,627.64,11.95
1710003387000,-23.494131,-47.462908,628.47,13.13
1710003388000,-23.493988,-47.462791,628.63,12.39
1710003389000,-23.494088,-47.462592,628.58,10.47
1710003390000,-23.494140,-47.462700,628.24,10.85
1710003391000,-23.493997,-47.462866,628.48,9.18
1710003392000,-23.493946,-47.462991,628.87,9.32
1710003393000,-23.493962,-47.463047,628.96,10.32
1710003394000,-23.494031,-47.463153,629.22,11.54
1710003395000,-23.494283,-47.463316,628.52,12.42
1710003396000,-23.494263,-47.463386,628.01,12.39
1710003397000,-23.494116,-47.463170,627.63,14.49
1710003398000,-23.494009,-47.463322,627.56,14.34
1710003399000,-23.494207,-47.463287,626.87,13.89
1710003400000,-23.494125,-47.463360,627.20,14.14
1710003401000,-23.494217,-47.463479,627.50,16.52
1710003402000,-23.494321,-47.463466,626.92,16.05
1710003403000,-23.494196,-47.463363,627.55,18.79
1710003404000,-23.494283,-47.463352,627.78,17.79
1710003405000,-23.494212,-47.463277,627.79,18.94
1710003406000,-23.494232,-47.463259,627.05,18.37
1710003407000,-23.494248,-47.463244,626.67,19.50
1710003408000,-23.494281,-47.463084,627.19,19.08
1710003409000,-23.494117,-47.463026,626.80,16.94
1710003410000,-23.494316,-47.463218,626.67,16.44
1710003411000,-23.494058,-47.463189,626.78,16.83
1710003412000,-23.494047,-47.463138,626.70,17.40
1710003413000,-23.493988,-47.463063,626.75,17.29
1710003414000,-23.493983,-47.462982,626.76,17.15
1710003415000,-23.493732,-47.462952,626.40,18.11
1710003416000,-23.493650,-47.462893,625.96,19.04
1710003417000,-23.493700,-47.462868,626.25,19.53
1710003418000,-23.493624,-47.462848,626.59,19.75
1710003419000,-23.493598,-47.462922,626.83,19.08
1710003420000,-23.493609,-47.462926,626.97,20.82
1710003421000,-23.493411,-47.463086,626.78,21.95
1710003422000,-23.493320,-47.463148,626.56,22.47
1710003423000,-23.493271,-47.463208,626.56,22.02
1710003424000,-23.493206,-47.463167,626.79,21.68
1710003425000,-23.493141,-47.463350,626.26,20.76
1710003426000,-23.493264,-47.463410,625.91,20.71
1710003427000,-23.493197,-47.463407,625.36,20.35
1710003428000,-23.493166,-47.463398,624.66,20.53
1710003429000,-23.493260,-47.463440,624.88,21.04
1710003430000,-23.493220,-47.463449,625.05,20.06
1710003431000,-23.493247,-47.463503,624.32,20.98
1710003432000,-23.493273,-47.463542,625.12,18.84
1710003433000,-23.493148,-47.463473,625.41,17.94
1710003434000,-23.493165,-47.463521,624.95,15.50
1710003435000,-23.493297,-47.463478,624.70,12.88
1710003436000,-23.493293,-47.463712,624.47,13.77
1710003437000,-23.493472,-47.463703,624.09,13.89
1710003438000,-23.493441,-47.463781,623.84,11.67
1710003439000,-23.493491,-47.463623,623.41,11.64
1710003440000,-23.493448,-47.463599,622.53,12.99
1710003441000,-23.493509,-47.463550,622.17,11.83
1710003442000,-23.493500,-47.463472,622.33,14.00
1710003443000,-23.493379,-47.463396,621.92,14.13
1710003444000,-23.493315,-47.463391,622.75,14.31
1710003445000,-23.493389,-47.463381,622.69,15.47
1710003446000,-23.493290,-47.463302,622.08,15.47
1710003447000,-23.493397,-47.463322,622.09,14.05
1710003448000,-23.493426,-47.463442,622.57,14.38
1710003449000,-23.493376,-47.463569,622.14,13.00
1710003450000,-23.493417,-47.463554,620.88,13.65
1710003451000,-23.493463,-47.463766,621.02,13.31
1710003452000,-23.493508,-47.463872,621.27,13.58
1710003453000,-23.493521,-47.463872,620.94,14.43
1710003454000,-23.493616,-47.463968,621.01,15.88
1710003455000,-23.493693,-47.464105,620.53,15.62
1710003456000,-23.493788,-47.464044,619.62,17.34
1710003457000,-23.493679,-47.464046,619.48,17.81
1710003458000,-23.493651,-47.464041,620.75,20.81
1710003459000,-23.493720,-47.464200,621.28,19.11
1710003460000,-23.493709,-47.464153,621.99,20.08
1710003461000,-23.493633,-47.464192,622.47,18.82
1710003462000,-23.493646,-47.464203,622.22,19.68
1710003463000,-23.493707,-47.464325,622.44,21.33
1710003464000,-23.493773,-47.464310,622.23,22.85
1710003465000,-23.493855,-47.464422,622.09,22.91
1710003466000,-23.494028,-47.464472,621.82,24.06
1710003467000,-23.493853,-47.464456,621.91,23.58
1710003468000,-23.493788,-47.464559,621.33,23.83
1710003469000,-23.493758,-47.464864,621.16,23.49
1710003470000,-23.493667,-47.464931,621.09,24.24
1710003471000,-23.493592,-47.464974,621.03,24.59
1710003472000,-23.493596,-47.464854,621.12,24.56
1710003473000,-23.493405,-47.464920,621.02,24.66
1710003474000,-23.493504,-47.464982,621.37,23.22
1710003475000,-23.493378,-47.465020,622.00,22.73
1710003476000,-23.493492,-47.465040,621.97,23.12
1710003477000,-23.493510,-47.464802,621.83,21.26
1710003478000,-23.493474,-47.464820,621.61,21.56
1710003479000,-23.493630,-47.464859,622.31,23.47
1710003480000,-23.493700,-47.464753,622.13,23.30
1710003481000,-23.493624,-47.464635,622.29,24.44
1710003482000,-23.493698,-47.464612,622.57,24.38
1710003483000,-23.493812,-47.464630,621.91,23.83
1710003484000,-23.493672,-47.464541,622.32,25.63
1710003485000,-23.493688,-47.464504,623.20,25.78
1710003486000,-23.493760,-47.464390,623.78,25.29
1710003487000,-23.493692,-47.464509,623.35,25.81
1710003488000,-23.493716,-47.464661,623.74,24.71
1710003489000,-23.493739,-47.464628,623.62,23.81
1710003490000,-23.493702,-47.464653,623.03,22.75
1710003491000,-23.493855,-47.464774,622.81,22.37
1710003492000,-23.493784,-47.464875,623.57,23.00
1710003493000,-23.493605,-47.464687,623.66,21.67
1710003494000,-23.493490,-47.464665,624.71,21.62
1710003495000,-23.493416,-47.464603,624.59,20.55
1710003496000,-23.493464,-47.464573,624.85,17.83
1710003497000,-23.493445,-47.464567,625.21,14.54
1710003498000,-23.493480,-47.464526,625.01,14.89
1710003499000,-23.493865,-47.464542,625.28,14.57
1710003500000,-23.493883,-47.464397,624.69,15.07
1710003501000,-23.493950,-47.464327,625.40,14.69
1710003502000,-23.494041,-47.464156,625.49,13.62
1710003503000,-23.493858,-47.464038,626.58,13.39
1710003504000,-23.494103,-47.463970,626.32,11.98
1710003505000,-23.494046,-47.464102,627.05,10.79
1710003506000,-23.494047,-47.463923,626.08,11.88
1710003507000,-23.493964,-47.464103,625.66,13.03
1710003508000,-23.494050,-47.464165,624.65,14.26
1710003509000,-23.494182,-47.464050,624.57,15.36
1710003510000,-23.494286,-47.463978,623.64,15.67
1710003511000,-23.494152,-47.463986,623.18,14.40
1710003512000,-23.494253,-47.463897,623.06,15.47
1710003513000,-23.494143,-47.463907,623.04,15.80
1710003514000,-23.494026,-47.463972,623.04,16.52
1710003515000,-23.493910,-47.463992,624.15,16.16
1710003516000,-23.494010,-47.464023,624.55,16.91
1710003517000,-23.494016,-47.464214,623.73,16.40
1710003518000,-23.494134,-47.464019,623.59,17.07
1710003519000,-23.494182,-47.463909,623.37,17.62
1710003520000,-23.494069,-47.463971,622.56,17.75
1710003521000,-23.494224,-47.464050,623.22,19.09
1710003522000,-23.494244,-47.463998,623.20,18.64
1710003523000,-23.494164,-47.463988,624.20,18.54
1710003524000,-23.494151,-47.463886,624.78,17.87
1710003525000,-23.494205,-47.463819,625.12,17.36
1710003526000,-23.494121,-47.463711,624.61,15.37
1710003527000,-23.494039,-47.463848,624.11,16.05
1710003528000,-23.494130,-47.463818,624.00,15.62
1710003529000,-23.494155,-47.463836,623.42,14.99
1710003530000,-23.494017,-47.463692,623.02,13.57
1710003531000,-23.494102,-47.463645,622.85,15.11
1710003532000,-23.494202,-47.463625,622.81,15.77
1710003533000,-23.494221,-47.463687,623.28,14.89
1710003534000,-23.494208,-47.463731,622.67,15.36
1710003535000,-23.494231,-47.463663,622.36,16.35
1710003536000,-23.494296,-47.463648,621.76,13.97
1710003537000,-23.494365,-47.463535,621.07,14.83
1710003538000,-23.494432,-47.463437,620.69,13.04
1710003539000,-23.494274,-47.463477,620.33,13.13
1710003540000,-23.494237,-47.463428,619.74,12.74
1710003541000,-23.494132,-47.463473,619.32,9.80
1710003542000,-23.494218,-47.463726,619.01,9.88
1710003543000,-23.494138,-47.463771,619.16,7.62
1710003544000,-23.494043,-47.463703,619.45,8.28
1710003545000,-23.494016,-47.463698,619.69,8.49
1710003546000,-23.494036,-47.463660,619.17,9.17
1710003547000,-23.493915,-47.463712,619.14,10.01
1710003548000,-23.494112,-47.463787,618.86,11.85
1710003549000,-23.494186,-47.463720,619.56,12.03
1710003550000,-23.494145,-47.463708,619.22,12.50
1710003551000,-23.494062,-47.463692,619.85,11.96
1710003552000,-23.493892,-47.463744,618.96,13.22
1710003553000,-23.493801,-47.463587,619.60,14.47
1710003554000,-23.493695,-47.463483,619.64,16.85
1710003555000,-23.493721,-47.463405,619.40,15.64
1710003556000,-23.493802,-47.463454,619.63,17.18
1710003557000,-23.494029,-47.463409,619.66,15.95
1710003558000,-23.493936,-47.463196,619.44,16.02
1710003559000,-23.494092,-47.463313,620.23,15.03
1710003560000,-23.494172,-47.463145,620.85,15.55
1710003561000,-23.494115,-47.463168,619.68,16.96
1710003562000,-23.494016,-47.463231,619.97,17.38
1710003563000,-23.494024,-47.463290,619.38,16.20
1710003564000,-23.494230,-47.463172,619.04,17.98
1710003565000,-23.494268,-47.463100,619.58,17.95
1710003566000,-23.494291,-47.463253,620.11,20.41
1710003567000,-23.494312,-47.463088,619.92,18.99
1710003568000,-23.494196,-47.463129,620.25,17.75
1710003569000,-23.494184,-47.463022,619.16,17.63
1710003570000,-23.494196,-47.463160,618.33,17.12
1710003571000,-23.494251,-47.463174,619.72,18.44
1710003572000,-23.494142,-47.463171,618.97,18.55
1710003573000,-23.494150,-47.463192,618.55,16.62
1710003574000,-23.493947,-47.463149,618.69,17.61
1710003575000,-23.493907,-47.463165,618.47,15.55
1710003576000,-23.493910,-47.463236,618.67,14.30
1710003577000,-23.494063,-47.463116,619.59,13.61
1710003578000,-23.494223,-47.463124,619.06,12.96
1710003579000,-23.494450,-47.463128,618.16,11.46
1710003580000,-23.494490,-47.463213,617.99,12.70
1710003581000,-23.494543,-47.463172,618.31,11.88
1710003582000,-23.494610,-47.463163,618.37,12.56
1710003583000,-23.494617,-47.462987,618.79,13.58
1710003584000,-23.494529,-47.463025,617.73,13.50
1710003585000,-23.494378,-47.463115,617.79,13.89
1710003586000,-23.494405,-47.463110,618.21,13.02
1710003587000,-23.494408,-47.463205,618.27,13.00
1710003588000,-23.494370,-47.463135,618.36,12.59
1710003589000,-23.494244,-47.463080,618.14,12.38
1710003590000,-23.494194,-47.462950,618.75,11.19
1710003591000,-23.494130,-47.462964,618.61,11.55
1710003592000,-23.494136,-47.462882,618.42,11.46
1710003593000,-23.494100,-47.462849,618.06,10.71
1710003594000,-23.494103,-47.462932,618.72,11.35
1710003595000,-23.493929,-47.462942,619.21,10.83
1710003596000,-23.494061,-47.462982,619.44,8.65
1710003597000,-23.494039,-47.462968,620.48,8.54
1710003598000,-23.493993,-47.463033,619.86,8.94
1710003599000,-23.493941,-47.463145,620.27,9.48
1710003600000,-23.493828,-47.463148,620.81,8.59
1710003601000,-23.493746,-47.463028,620.45,7.62
1710003602000,-23.493614,-47.463161,620.84,6.85
1710003603000,-23.493590,-47.463279,620.04,7.47
1710003604000,-23.493528,-47.463381,619.94,6.32
1710003605000,-23.493595,-47.463336,620.02,5.69
1710003606000,-23.493566,-47.463368,620.18,6.08
1710003607000,-23.493488,-47.463339,619.76,5.83
1710003608000,-23.493392,-47.463329,619.58,9.93
1710003609000,-23.493457,-47.463254,619.45,10.60
1710003610000,-23.493412,-47.462994,618.62,12.12
1710003611000,-23.493407,-47.462858,618.86,13.98
1710003612000,-23.493509,-47.462844,618.98,13.53
1710003613000,-23.493515,-47.462757,618.63,12.95
1710003614000,-23.493642,-47.462871,618.13,14.28
1710003615000,-23.493470,-47.462954,619.11,14.99
1710003616000,-23.493349,-47.463063,618.89,12.76
1710003617000,-23.493288,-47.463037,619.13,12.52
1710003618000,-23.493202,-47.462992,619.12,10.73
1710003619000,-23.493259,-47.462950,619.31,13.54
1710003620000,-23.493414,-47.462973,618.30,12.02
